Age,Sex,Weight,Height,Training Experience (Years),Discipline,Session Duration (min),Session RPE,Training Load,Acute Load (7-day avg),Chronic Load (28-day avg),ACWR,Heart Rate (avg),Resting HR,HRV (RMSSD),Oxygen Saturation (SpO2),Body Temperature,Respiratory Rate,Total Sleep Duration,Sleep Efficiency (%),Sleep Onset Latency,Number of Awakenings,Muscle Soreness Score,Mood Score,Fatigue Rating,Sleep Quality Rating,Motivation to Train,Recent Injury,Injury Type,Days Since Last Injury,Pain Score,Fatigue Score,Recovery Score,Readiness Score,Recovery Time,Fatigue Class,Recovery Class
0.2941176470588236,0.5,0.2917125719182276,0.5437201907790148,0.0,1.0,0.9777777777777779,1.0,0.9851851851851852,0.9851851851851852,0.9851851851851852,0.9962546229362488,0.03389830508474567,0.8181818181818183,0.6615047102851982,0.6818181818181799,0.6858638743455501,0.6722222222222222,0.69,0.19230769230769162,0.13333333333333336,0.0,1.0,0.7333333333333333,0.0,0.75,0.28571428571428564,1.0,0.6666666666666666,0.4,0.5,0.551792828685259,0.5869191049913938,0.5952433874194265,0.0,1.0,0.0
0.588235294117647,0.5,0.3636920063655283,0.27503974562798117,0.0,0.6666666666666666,0.22222222222222232,1.0,0.48148148148148145,0.48148148148148145,0.48148148148148145,0.7878787517547607,0.016949152542372836,0.36363636363636376,0.5041940895599433,0.45454545454545325,0.7172774869109979,0.9999999999999999,0.69,0.476923076923077,0.49333333333333335,0.3333333333333333,0.6666666666666667,0.6333333333333332,0.5,1.0,0.7142857142857142,0.0,1.0,0.0,0.0,0.28194912657064053,1.0,0.8364080906868194,0.0,1.0,0.0
0.2941176470588236,0.5,0.6568735463337008,0.4924483306836249,0.4444444444444445,1.0,0.5333333333333334,1.0,0.6888888888888889,0.6888888888888889,0.6888888888888889,0.8985506892204285,0.745762711864407,0.1363636363636367,0.46018841140792355,0.6818181818181799,0.7591623036649224,0.6888888888888888,0.0066666666666663765,0.592307692307692,0.033333333333333326,0.3333333333333333,0.8333333333333333,0.5666666666666668,0.75,0.75,0.42857142857142855,0.0,1.0,0.0,0.0,0.5047502298498314,1.0,0.7070460102244942,0.0,1.0,0.0
0.8823529411764706,1.0,0.4542783694454647,0.48032591414944337,0.6666666666666665,0.6666666666666666,0.8888888888888891,1.0,0.925925925925926,0.925925925925926,0.925925925925926,0.9803921580314636,0.4406779661016951,0.7272727272727275,0.6551813137178991,0.36363636363636687,0.6020942408376975,0.8388888888888889,0.7033333333333331,0.5461538461538451,0.6666666666666667,0.3333333333333333,0.8333333333333333,0.033333333333333326,0.25,0.75,0.5714285714285714,1.0,0.3333333333333333,0.26666666666666666,0.7000000000000001,0.5965369292062519,0.5869191049913938,0.5692376083574127,0.0,1.0,0.0
0.588235294117647,0.5,0.544742318521239,0.4262718600953894,0.0,1.0,0.7111111111111112,0.8,0.6933333333333334,0.6933333333333334,0.6933333333333334,0.9004328846931458,0.9661016949152543,0.1363636363636367,0.4847077042198994,0.5227272727272769,0.5863874345549753,0.65,0.8666666666666663,0.25384615384615294,0.9066666666666667,1.0,0.49999999999999994,0.6666666666666666,0.5,0.75,0.42857142857142855,1.0,0.6666666666666666,0.4,0.5,0.3499846766779038,0.5869191049913938,0.712380529006446,0.0,1.0,0.0
0.9411764705882353,0.0,0.4159627861427347,0.3294912559618446,0.3333333333333333,1.0,0.1777777777777778,0.40000000000000013,0.21629629629629626,0.21629629629629626,0.21629629629629626,0.5247079730033875,0.745762711864407,0.6363636363636367,0.4579945799457995,0.3863636363636367,0.4397905759162306,0.19999999999999996,0.11333333333333329,0.26923076923076916,0.8733333333333335,0.3333333333333333,0.3333333333333333,0.33333333333333337,0.75,0.0,0.5714285714285714,0.0,1.0,0.0,0.0,0.5286546123199509,1.0,0.6932651700377863,0.0,1.0,0.0
0.6470588235294117,0.0,0.4967560288897051,0.5312003179650238,0.1111111111111111,0.3333333333333333,0.06666666666666665,0.20000000000000018,0.09333333333333332,0.09333333333333332,0.09333333333333332,0.2916666269302368,0.016949152542372836,0.1363636363636367,0.22209317331268552,0.8181818181818201,0.21989528795811353,0.638888888888889,0.7566666666666664,0.8615384615384611,0.0733333333333333,0.0,0.8333333333333333,0.5666666666666668,0.0,1.0,0.857142857142857,0.0,1.0,0.0,0.0,0.2319950965369292,1.0,0.8653034007557234,0.0,0.5,0.0
0.7647058823529411,0.5,0.5606561390623088,0.4521065182829891,0.2222222222222222,0.6666666666666666,0.48888888888888893,0.0,0.16296296296296298,0.16296296296296298,0.16296296296296298,0.43781089782714844,0.8644067796610169,0.8181818181818183,0.7408697896502775,0.5681818181818166,0.43455497382199226,0.1611111111111111,0.8233333333333333,0.03076923076923066,0.5933333333333333,0.3333333333333333,1.0,0.2333333333333334,0.0,0.75,0.5714285714285714,0.0,1.0,0.0,0.0,0.5683420165491878,1.0,0.6701489219826628,0.0,1.0,0.0
0.8235294117647058,0.5,0.4599094136369201,0.37440381558028646,0.2222222222222222,1.0,0.9111111111111112,0.8,0.8133333333333332,0.8133333333333332,0.8133333333333332,0.9457364082336426,0.898305084745763,0.8181818181818183,0.5060007742934572,0.7045454545454568,0.5549738219895275,0.33333333333333337,0.2766666666666664,0.2615384615384615,0.10666666666666663,0.6666666666666666,0.0,0.3666666666666666,0.75,0.0,0.5714285714285714,0.0,1.0,0.0,0.0,0.5038308305240576,1.0,0.7074905534563238,0.0,1.0,0.0
0.7647058823529411,0.5,0.5058146651976987,0.6476550079491257,0.1111111111111111,1.0,0.3111111111111111,0.8,0.4533333333333333,0.4533333333333333,0.4533333333333333,0.7683615684509277,0.847457627118644,0.7727272727272729,0.6138856626661504,0.6136363636363633,0.6858638743455501,0.38888888888888895,0.7133333333333334,0.22307692307692317,0.053333333333333344,1.0,0.3333333333333333,0.7666666666666665,0.0,0.75,0.9999999999999998,0.0,1.0,0.0,0.0,0.09485136377566658,1.0,0.9448766392531676,0.0,0.5,0.0
